latitude,longitude,landslide_susceptibility
13.24,75.421111,0.9913903880777064
31.99,78.671111,0.9912388867639992
15.74,73.921111,0.9912380221572826
17.490000000000002,73.921111,0.9912214602047956
24.74,94.171111,0.9908556183935742
32.24,76.171111,0.9905242747860292
32.49,78.171111,0.9904178794672024
32.49,78.421111,0.9902793244425396
28.24,95.671111,0.9901616653682116
10.49,76.921111,0.9898431310416343
23.99,93.171111,0.9896002428729817
25.49,91.421111,0.9895981685596864
32.74,75.921111,0.9891129223220656
24.49,93.921111,0.9890321485668874
32.74,75.671111,0.9889035914211812
28.24,95.171111,0.9887626818223424
10.24,77.421111,0.9887094634677864
26.24,94.921111,0.9886939942665204
32.24,76.421111,0.9885744784663392
15.49,73.921111,0.988481168498702
17.240000000000002,73.421111,0.9884661183745292
11.24,76.171111,0.9882809918644432
16.990000000000002,73.671111,0.9882711974972304
17.240000000000002,73.921111,0.98818656399315
23.74,92.421111,0.9880587634034358
32.49,75.671111,0.9880515550993
17.740000000000002,73.421111,0.988032416739968
26.49,94.671111,0.9878466073827886
13.24,75.171111,0.9877003352905452
12.99,75.421111,0.987575136470562
32.49,76.421111,0.987456329487919
25.74,91.421111,0.98741082338069
11.24,76.671111,0.9865861778560632
10.49,77.171111,0.986544127455282
27.24,92.421111,0.9861477225280744
24.99,93.671111,0.9860723916957984
25.24,92.421111,0.9854770167881142
24.74,93.671111,0.9850348887390188
26.24,94.171111,0.9848236754629166
25.24,92.171111,0.9847195282928736
25.24,93.671111,0.9844737314065808
28.49,95.421111,0.9842549984172956
11.74,76.171111,0.9840469217915552
32.24,75.921111,0.9836502901566484
10.99,76.421111,0.983295367590604
24.49,94.171111,0.983100083766196
26.49,94.921111,0.9822371986208576
12.74,75.671111,0.9822306985297076
24.49,93.671111,0.9821193679356508
12.74,75.421111,0.9819867856215212
25.49,94.671111,0.981823608987274
12.49,75.671111,0.981667141789512
25.74,92.421111,0.9816458184438828
9.99,77.421111,0.9815862746316588
27.49,92.421111,0.98152171362832
23.24,92.671111,0.9814221671442278
13.74,75.421111,0.9811069576693288
28.49,95.671111,0.981072977131082
31.74,78.421111,0.9810383993970432
23.99,92.421111,0.9808403838135822
10.24,76.671111,0.9807862660865084
25.99,94.921111,0.9802506656551832
10.99,76.671111,0.9799055293406006
13.74,74.921111,0.9798559278890656
31.74,78.171111,0.9798443316731442
17.740000000000002,73.921111,0.9797322286018764
24.99,94.421111,0.9796997150676702
25.24,92.671111,0.979532646940079
23.24,93.171111,0.9789008212468496
32.74,76.171111,0.9786512593333904
15.74,74.421111,0.978469460668162
32.24,76.671111,0.9782473881546236
29.49,79.171111,0.9779724523737902
32.74,75.421111,0.9775794860675582
27.99,95.421111,0.977323389036777
10.49,76.671111,0.9771086620495972
15.49,74.421111,0.9765763183615176
25.49,92.671111,0.9764063869768492
24.24,92.921111,0.9763922503119096
25.49,91.171111,0.9758563998603816
28.24,95.921111,0.9758488934713824
27.99,95.671111,0.9757129233212588
29.99,78.671111,0.9753716791840936
13.49,74.921111,0.9752492808143048
25.24,91.921111,0.9752063072813
27.99,95.171111,0.9751220292717436
9.74,77.171111,0.9745275157290856
28.24,94.921111,0.9744132586692172
25.49,93.671111,0.9740453415773456
12.99,75.671111,0.9735342316167298
11.49,76.671111,0.9734895575449553
25.99,93.921111,0.9732320610670692
24.99,93.421111,0.9728667752484736
23.99,93.421111,0.9726422723059238
23.49,92.421111,0.972498142782246
24.24,93.171111,0.9723016436286346
28.49,95.171111,0.9722277206269068
11.74,75.921111,0.972032958540753
30.24,79.671111,0.9719707178063396
26.49,94.421111,0.9719664457356488
24.24,93.671111,0.971960550900004
10.74,76.671111,0.9714768569194048
29.74,78.671111,0.9711617851157422
9.74,76.921111,0.9709601486097288
27.24,92.671111,0.970643990939116
29.24,79.921111,0.9706341114652244
30.24,79.421111,0.9705049718233508
24.24,93.921111,0.970477724083566
24.24,92.671111,0.970261642250704
29.74,80.421111,0.9702403699576868
32.24,77.671111,0.9693305801683034
16.990000000000002,73.921111,0.9691533110979684
24.24,93.421111,0.9690054233694552
12.24,75.671111,0.9683219514713246
32.49,77.921111,0.968111274215452
24.74,93.421111,0.9679445921779268
25.24,92.921111,0.9678988144368144
23.74,93.421111,0.9673794516940368
15.99,74.171111,0.9670104861054994
25.24,93.421111,0.966529455391059
11.49,75.921111,0.966301932681181
12.49,75.421111,0.9661680314940452
25.74,91.171111,0.9660927921025076
11.74,76.421111,0.965747596348131
