s_no,latitude,longitude,slide_name,state,state_normalized,district,subdivision_or_taluk,material_involved,movement_type,initiation_year_raw,history_date_raw,event_year,source_page
3329,11.357222,76.650833,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,55
3330,11.357669,76.196267,Addyanpara,Kerala,Kerala,Malappuram,Nilambur,Debris,Flow,0,,,55
3331,11.357778,76.696944,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Debris,Slide,0,,,55
3332,11.358058,76.196861,Addyanpara,Kerala,Kerala,Malappuram,Nilambur,Debris,Flow,0,,,56
3333,11.358233,76.075022,Manjakadavu,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,2014,,2014.0,56
3334,11.358333,76.668056,,Tamil Nadu,Tamil Nadu,Nilgiri,Kundah,Soil,Slide,0,,,56
3335,11.358333,76.606111,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,56
3336,11.358986,76.195258,Addyanpara,Kerala,Kerala,Malappuram,Nilambur,Debris,Flow,0,,,56
3337,11.359444,76.781667,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Debris,Slide,0,,,56
3338,11.359444,76.808889,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Soil,Slide,0,,,56
3339,11.359794,76.060058,Kuliramutti,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,2015,,2015.0,56
3340,11.36,76.775833,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Debris,Slide,0,,,56
3341,11.360142,76.192817,Addyanpara,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,56
3342,11.360278,76.703056,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Debris,Slide,0,,,56
3343,11.360278,76.705833,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Debris,Slide,0,,,56
3344,11.361711,76.070767,Manjakadavu,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,2015,,2015.0,56
3345,11.361944,76.078469,Manjakadavu,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,2015,,2015.0,56
3346,11.362178,76.211794,Chettiyampara colony,Kerala,Kerala,Malappuram,Nilambur,Rock,Flow,0,,,56
3347,11.3625,76.834167,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Debris,Slide,0,,,56
3348,11.362646,76.069801,Kooriyodu,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,0,,,56
3349,11.362778,76.605,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,56
3350,11.362778,76.761389,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Debris,Slide,0,,,56
3351,11.363333,76.903611,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,0,,,56
3352,11.363342,76.210686,Chettiyampara,Kerala,Kerala,Malappuram,Nilambur,Debris,Flow,0,,,56
3353,11.363889,76.722222,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Soil,Slide,0,,,56
3354,11.364317,76.071747,Shrambi,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,0,,,56
3355,11.365278,76.708611,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Soil,Slide,0,,,56
3356,11.365278,76.818056,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Soil,Slide,0,,,56
3357,11.365556,76.708056,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Soil,Slide,0,,,56
3358,11.366194,76.072064,Shrambi,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,2011,,2011.0,56
3359,11.366667,76.6625,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,56
3360,11.367528,76.071781,Shrambi,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,0,,,56
3361,11.368889,76.748056,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Debris,Subsidence,0,,,56
3362,11.368889,76.855556,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Debris,Slide,0,,,56
3363,11.369444,76.748889,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Debris,Subsidence,0,,,56
3364,11.369736,76.109981,,Kerala,Kerala,Malappuram,Nilambur,Rock,Slide,0,,,56
3365,11.3725,76.664167,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,56
3366,11.3725,76.664167,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Flow,0,,,56
3367,11.373611,76.817222,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Debris,Slide,0,,,56
3368,11.374444,76.711111,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Soil,Slide,0,,,56
3369,11.374665,76.758422,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Soil,Slide,0,,,56
3370,11.374722,76.741389,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Soil,Slide,0,,,56
3371,11.375,76.572222,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,56
3372,11.375,76.710278,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Soil,Slide,0,,,56
3373,11.375,76.897222,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,0,,,56
3374,11.37522,76.755922,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Soil,Slide,0,,,56
3375,11.376111,76.578889,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,56
3376,11.376125,76.036006,,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,2015,,2015.0,56
3377,11.377078,76.209178,Villakkinnnapara,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,56
3378,11.37724,76.21258,Vilakkennanpara,Kerala,Kerala,Malappuram,Nilambur,Rock,Flow,0,,,56
3379,11.377778,76.743056,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Soil,Slide,0,,,56
3380,11.378056,76.740278,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Debris,Slide,0,,,56
3381,11.378056,76.740278,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Debris,Slide,0,,,56
3382,11.378056,76.833056,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,0,,,56
3383,11.378889,76.899444,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,0,,,56
3384,11.379167,76.7025,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,56
3385,11.379444,76.715278,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Debris,Slide,0,,,56
3386,11.380556,76.824444,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,0,,,56
3387,11.381111,76.641944,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,56
3388,11.381389,76.642778,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,56
3389,11.381632,76.083944,Medapara_1,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Flow,0,,,56
3390,11.381667,76.706111,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,56
3391,11.381944,76.788611,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Debris,Slide,0,,,56
3392,11.382778,76.891944,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,0,,,56
3393,11.383056,76.706389,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,57
3394,11.383336,76.014775,Elinjikkal,Kerala,Kerala,Kozhikode,Thamarassery,Soil,Slide,0,,,57
3395,11.384167,76.735278,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Soil,Slide,0,,,57
3396,11.384442,76.067714,Ottaplavu,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,2015,,2015.0,57
3397,11.385,76.734167,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Soil,Slide,0,,,57
3398,11.385833,76.674444,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,57
3399,11.386389,76.734722,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Soil,Slide,0,,,57
3400,11.386667,76.733333,,Tamil Nadu,Tamil Nadu,Nilgiri,Coonoor,Soil,Slide,0,,,57
3401,11.387222,76.723333,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,57
3402,11.389033,76.355147,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Soil,Slide,0,,,57
3403,11.389444,76.674444,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,57
3404,11.389817,76.356447,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Soil,Slide,0,,,57
3405,11.39,76.718611,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Subsidence,0,,,57
3406,11.39,76.718611,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,57
3407,11.390106,76.357256,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,57
3408,11.390439,76.074742,Ottaplavu,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,0,,,57
3409,11.390911,76.068761,Mavinchodu,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,0,,,57
3410,11.391111,76.675556,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,57
3411,11.391389,76.713889,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,57
3412,11.391389,76.719444,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,57
3413,11.3925,76.676667,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,57
3414,11.392778,76.676667,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,57
3415,11.392986,76.077699,Kallanpullu,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,0,,,57
3416,11.393056,76.6775,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,57
3417,11.393056,76.815556,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,0,,,57
3418,11.393333,76.6775,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,57
3419,11.393611,76.678056,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,57
3420,11.394964,76.362556,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Soil,Slide,0,,,57
3421,11.395306,76.067806,Thampurankoli,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,1986,,1986.0,57
3422,11.396256,76.226561,Vaalankolli,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,57
3423,11.396989,76.082361,Thampurankoli,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,2014,,2014.0,57
3424,11.397517,76.081975,Thampurankoli,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,2015,,2015.0,57
3425,11.398056,76.718333,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,57
3426,11.398222,76.226583,Kurumpalangad Village,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,57
3427,11.398611,76.708056,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,57
3428,11.398711,76.366186,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,57
3429,11.4,76.708333,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,57
3430,11.400278,76.800556,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,0,,,57
3431,11.400556,76.813056,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,0,,,57
3432,11.401389,76.721389,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,57
3433,11.401672,76.017956,Kanjirampara,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,2015,,2015.0,57
3434,11.404167,76.744444,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,57
3435,11.404606,76.025594,Thottinkuzhi,Kerala,Kerala,Kozhikode,Thamarassery,Soil,Slide,2015,,2015.0,57
3436,11.405026,76.056631,Kodakattupara,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,2012,,2012.0,57
3437,11.405556,76.742778,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,57
3438,11.4075,76.820833,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,0,,,57
3439,11.4075,76.808611,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,0,,,57
3440,11.407778,76.808889,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Soil,Slide,0,,,57
3441,11.407861,76.23675,#N/A,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,2019,,2019.0,57
3442,11.408056,76.807778,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,57
3443,11.408521,76.884438,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,0,,,57
3444,11.409086,76.769849,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,57
3445,11.409314,76.374719,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,57
3446,11.409364,76.772626,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,57
3447,11.409444,76.880833,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,0,,,57
3448,11.410278,76.565833,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,57
3449,11.410653,76.375231,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Soil,Slide,0,,,57
3450,11.410833,76.813889,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,0,,,57
3451,11.411389,76.6275,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Subsidence,0,,,57
3452,11.411389,76.814722,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,0,,,57
3453,11.411586,76.777349,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,57
3454,11.4125,76.726389,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,58
3455,11.412556,76.375736,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Flow,0,,,58
3456,11.413058,76.373731,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,58
3457,11.413253,76.79596,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,58
3458,11.413809,76.77846,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,58
3459,11.413889,76.816667,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,0,,,58
3460,11.414364,76.78096,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,58
3461,11.414406,76.035175,Pullurampara,Kerala,Kerala,Kozhikode,Thamarassery,Soil,Slide,2015,,2015.0,58
3462,11.414642,76.786515,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,58
3463,11.414706,76.364936,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,58
3464,11.41492,76.788738,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,58
3465,11.41492,76.792626,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,58
3466,11.41495,76.374356,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,58
3467,11.415,76.809444,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,58
3468,11.415556,76.744167,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,58
3469,11.415753,76.789571,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,58
3470,11.415844,76.374567,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,58
3471,11.415869,76.375533,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,58
3472,11.415881,76.365456,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,58
3473,11.416403,76.377125,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Soil,Slide,0,,,58
3474,11.416489,76.016078,Murambathi,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,2015,,2015.0,58
3475,11.416564,76.377689,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,58
3476,11.416586,76.796238,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,58
3477,11.417075,76.377922,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Soil,Slide,0,,,58
3478,11.4175,76.722778,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,58
3479,11.418414,76.378483,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,58
3480,11.418883,76.378483,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,58
3481,11.418889,76.740833,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,58
3482,11.419386,76.378781,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,58
3483,11.419444,76.720833,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,58
3484,11.419836,76.379117,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Soil,Slide,0,,,58
3485,11.419903,76.23705,Irulkadu,Kerala,Kerala,Malappuram,Nilambur,Rock,Slide,2015,,2015.0,58
3486,11.420208,76.380039,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,58
3487,11.420556,76.830278,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Subsidence,0,,,58
3488,11.421669,76.382539,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,58
3489,11.422797,76.382883,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,58
3490,11.422892,76.060725,Cherrusseri,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,0,,,58
3491,11.424114,76.036125,Pottenkode,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,0,,,58
3492,11.424848,76.077212,Nellipoil,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,0,,,58
3493,11.425,76.780556,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,58
3494,11.425556,76.6275,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,58
3495,11.425556,76.779167,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,58
3496,11.426836,76.382994,Near Muslim Juma,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,58
3497,11.427123,76.083067,,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,2012,,2012.0,58
3498,11.427636,76.384067,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,58
3499,11.428333,76.628333,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,58
3500,11.4302,76.0854,Muthappanpuzha Landslide,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Flow,0,,,58
3501,11.4311,76.386519,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,58
3502,11.431297,76.386825,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,58
3503,11.431389,76.74475,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,58
3504,11.4315,76.389,Kallala 102/800,Kerala,Kerala,Malappuram,Nilambur,Rock,Slump,0,,,58
3505,11.432222,76.738889,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,58
3506,11.4335,76.0802,Karimbu Landslide,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Flow,0,,,58
3507,11.4337,75.9931,Theyyapara Landslide,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,0,,,58
3508,11.434772,76.072452,Kakkattupara,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,0,,,58
3509,11.435264,76.390853,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,58
3510,11.435833,76.742222,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,58
3511,11.436314,76.391783,on NH 212,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,58
3512,11.436944,76.885556,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,0,,,58
3513,11.437222,76.8,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Subsidence,0,,,58
3514,11.437447,76.067175,Anackampoil,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,2015,,2015.0,58
3515,11.437911,76.392803,Nadugani Betta,Kerala,Kerala,Malappuram,Nilambur,Debris,Slide,0,,,59
3516,11.438214,76.064961,Anackampoil,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,2015,,2015.0,59
3517,11.438889,76.747778,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,59
3518,11.439,76.0881,Melemuthappanpuzha  2 Landslide,Kerala,Kerala,Kozhikode,Thamarassery,Soil,Slide,0,,,59
3519,11.439406,76.038903,Nellipoil,Kerala,Kerala,Kozhikode,Thamarassery,Soil,Slide,2015,,2015.0,59
3520,11.44,76.800833,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Subsidence,0,,,59
3521,11.4404,76.0889,Melemuthappanpuzha  1 Landslide,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,0,,,59
3522,11.442778,76.873611,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,0,,,59
3523,11.442981,76.056111,Kandapanchal,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,2015,,2015.0,59
3524,11.444064,76.102036,Murippuzha,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,0,,,59
3525,11.4441,76.0709,Kandapanchal  1 Landslide,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,0,,,59
3526,11.444172,76.074897,Kandapanchal,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,2015,,2015.0,59
3527,11.444314,76.056078,Kooruttupara,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,2015,,2015.0,59
3528,11.445,76.0739,Kandapanchal  2 Landslide,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,0,,,59
3529,11.445556,76.744444,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,59
3530,11.447025,76.064183,Kadappanchal_2,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Flow,0,,,59
3531,11.4475,76.900556,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,0,,,59
3532,11.4475,76.0959,Maripuzha 1 Landslide,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,0,,,59
3533,11.448076,76.066732,Kadappanchal_1,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,0,,,59
3534,11.4492,76.1014,Maripuzha 2 Landslide,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,0,,,59
3535,11.449386,76.101167,Murippuzha,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Fall,2015,,2015.0,59
3536,11.450278,76.904167,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Subsidence,0,,,59
3537,11.450278,76.904167,,Tamil Nadu,Tamil Nadu,Nilgiri,Kotagiri,Debris,Subsidence,0,,,59
3538,11.4516,76.0604,Mundur slide,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,0,,,59
3539,11.452778,76.641667,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,59
3540,11.453056,76.757222,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,59
3541,11.454167,76.645,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,59
3542,11.454444,76.765556,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Subsidence,0,,,59
3543,11.454722,76.646111,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,59
3544,11.455278,76.678056,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Soil,Slide,0,,,59
3545,11.455592,76.034178,Chempukadavu,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,2015,,2015.0,59
3546,11.4562,76.0429,Vattachuvadu Landslide,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Flow,0,,,59
3547,11.456779,76.109086,Murippuzha,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,0,,,59
3548,11.457222,76.678056,,Tamil Nadu,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,0,,,59
3549,11.457566,76.097791,Murippuzha,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,2015,,2015.0,59
3550,11.457868,75.93616,#N/A,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,2018,,2018.0,59
3551,11.458361,76.063011,Puliyilakkattupadi,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Slide,2015,,2015.0,59
3552,11.4589,76.063204,Vallolikkal slide,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Flow,0,,,59
3553,11.459056,76.056292,Kooruttupara,Kerala,Kerala,Kozhikode,Thamarassery,Rock,Slide,0,,,59
3554,11.46,76.0382,Vendekkumpoyil2 Landslide,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Flow,0,,,59
3555,11.46051,75.91222,#N/A,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Flow,1974,,1974.0,59
3556,11.461323,75.931758,#N/A,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Flow,2018,,2018.0,59
3557,11.4616,76.0379,Vendekkumpoyil1 Landslide,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Flow,0,,,59
3558,11.4618,76.029,Ambedkar Colony 1 Landslide,Kerala,Kerala,Kozhikode,Thamarassery,Debris,Flow,0,,,59
