latitude,longitude,label,sample_type
29.724667,79.593083,1,inventory_positive
31.984330342683563,91.49372714296659,0,pseudo_background
16.760508802530346,87.77664741714686,0,pseudo_background
26.044961476729743,85.01824166503434,0,pseudo_background
30.104249,79.602512,1,inventory_positive
9.90637,76.96773,1,inventory_positive
17.496022275652884,90.2915945150413,0,pseudo_background
29.939539006782983,90.36358088242376,0,pseudo_background
11.885608402846573,94.13066302889126,0,pseudo_background
17.576,73.186,1,inventory_positive
26.043740642356813,96.57140747225996,0,pseudo_background
30.058004,79.524276,1,inventory_positive
11.519095930918978,92.11509378622647,0,pseudo_background
17.65,73.174,1,inventory_positive
19.610730199575894,74.2887906357875,0,pseudo_background
30.962953,77.587925,1,inventory_positive
13.79,75.12,1,inventory_positive
31.79274,76.75189,1,inventory_positive
34.93962437568245,87.80983887920146,0,pseudo_background
20.78826214258608,95.88389484767157,0,pseudo_background
30.4642,77.391658,1,inventory_positive
21.012132465927642,75.15738329553206,0,pseudo_background
16.279348912682988,95.6740853394462,0,pseudo_background
26.118167,92.440944,1,inventory_positive
19.120373142418064,95.9643190251545,0,pseudo_background
11.5025,75.842222,1,inventory_positive
11.680743331792673,91.21828726066298,0,pseudo_background
27.06456470743928,73.67237807943347,0,pseudo_background
33.03585941809889,90.12092603142814,0,pseudo_background
11.552833,75.998972,1,inventory_positive
32.97249039496793,86.19606956315576,0,pseudo_background
32.39,75.94,1,inventory_positive
30.39906,78.88426,1,inventory_positive
31.900222,76.730278,1,inventory_positive
30.972927,76.906208,1,inventory_positive
12.71472015313716,91.2907935773004,0,pseudo_background
10.707249547102212,78.23100823094998,0,pseudo_background
27.0558,88.481357,1,inventory_positive
19.066964498115727,89.96924024101293,0,pseudo_background
15.683608623893562,85.09717525746183,0,pseudo_background
30.818436590518196,90.20624630642375,0,pseudo_background
34.715486796821324,95.00561650023029,0,pseudo_background
8.157668930149738,94.21931084629166,0,pseudo_background
15.05253907242809,97.02320063377525,0,pseudo_background
24.24,93.19,1,inventory_positive
31.103611,77.4,1,inventory_positive
30.585962,77.29643,1,inventory_positive
33.42281,74.763634,1,inventory_positive
10.884409702136372,75.78958785475989,0,pseudo_background
11.864342,75.814706,1,inventory_positive
25.285899957732266,80.87869443850042,0,pseudo_background
17.93463,73.58388,1,inventory_positive
21.711977456592635,80.18055694743508,0,pseudo_background
18.507465753410777,85.70040897911217,0,pseudo_background
30.19471928647277,96.71046489284176,0,pseudo_background
12.436133,75.46213611,1,inventory_positive
18.24,73.66,1,inventory_positive
17.901,73.43767,1,inventory_positive
27.087028,88.646528,1,inventory_positive
9.17127059395627,93.5614932418544,0,pseudo_background
30.509444,78.44,1,inventory_positive
8.517660454761637,81.59197148388326,0,pseudo_background
21.507453384859442,77.48182659689964,0,pseudo_background
25.612528,91.870861,1,inventory_positive
30.915181,78.237057,1,inventory_positive
25.760995,91.879077,1,inventory_positive
30.627075,77.343537,1,inventory_positive
10.52886,76.659552,1,inventory_positive
31.413833,76.793722,1,inventory_positive
27.248722,92.737722,1,inventory_positive
13.66775,79.34697222,1,inventory_positive
22.480162917944966,87.80151773640067,0,pseudo_background
25.6218312902233,95.75935586414388,0,pseudo_background
28.703235011909072,92.24531781490157,0,pseudo_background
26.73753,89.548376,1,inventory_positive
27.044728,88.690057,1,inventory_positive
12.493769,75.73050556,1,inventory_positive
14.813184330310293,92.39216032402597,0,pseudo_background
10.405375,76.957264,1,inventory_positive
30.89613399936882,74.1659066580899,0,pseudo_background
13.309453498445894,75.6867177163934,0,pseudo_background
33.49942139652962,72.60242087796331,0,pseudo_background
9.575843709134832,88.31837638533104,0,pseudo_background
32.599215581585455,74.28684415563345,0,pseudo_background
10.22,77.24,1,inventory_positive
34.92262767186407,79.54862629654656,0,pseudo_background
30.9969,78.6969,1,inventory_positive
27.054082,88.575352,1,inventory_positive
21.711175102214177,74.298621251558,0,pseudo_background
30.050805,79.892422,1,inventory_positive
20.624137570890817,73.5028922603789,0,pseudo_background
30.074608928691216,76.77898459407717,0,pseudo_background
27.250556,88.53325,1,inventory_positive
23.55924809464583,81.76839265970696,0,pseudo_background
30.57238,77.764971,1,inventory_positive
10.14,77.1,1,inventory_positive
19.46397497670057,85.9501589181029,0,pseudo_background
25.074992273398557,97.02195484299152,0,pseudo_background
28.767165939207974,73.75575055796139,0,pseudo_background
11.501625,76.004372,1,inventory_positive
25.802122950107897,88.09448953807838,0,pseudo_background
21.46998181613848,76.32723705601241,0,pseudo_background
30.180387,79.253461,1,inventory_positive
19.254249222737798,82.23001090344904,0,pseudo_background
29.930778,79.771028,1,inventory_positive
25.002862379647134,82.81951639468022,0,pseudo_background
31.364643,76.808144,1,inventory_positive
26.768972,89.659057,1,inventory_positive
27.350599467000503,78.75853843042115,0,pseudo_background
17.754246008135134,95.24729641136281,0,pseudo_background
30.56773,77.636011,1,inventory_positive
29.965238,78.701667,1,inventory_positive
29.910203,78.810171,1,inventory_positive
31.4083,77.7602,1,inventory_positive
26.112667,91.853889,1,inventory_positive
23.021692,92.752975,1,inventory_positive
13.96,75.15,1,inventory_positive
31.4063,77.7574,1,inventory_positive
34.83721753422069,86.45928621789024,0,pseudo_background
24.935526001746826,84.57977530864198,0,pseudo_background
23.7104,92.72237778,1,inventory_positive
21.069716124519722,75.35472587774042,0,pseudo_background
31.365167,77.065167,1,inventory_positive
12.632687399021998,77.05934010212609,0,pseudo_background
27.071,88.201,1,inventory_positive
8.808182931771634,76.75311206123924,0,pseudo_background
11.334167,76.82,1,inventory_positive
30.569842,77.476005,1,inventory_positive
27.214639,88.392417,1,inventory_positive
27.453197,96.444944,1,inventory_positive
29.943316,79.054447,1,inventory_positive
13.92,74.91,1,inventory_positive
25.165222,93.69575,1,inventory_positive
25.02055309621018,87.05512607304307,0,pseudo_background
13.88,74.93,1,inventory_positive
33.612434156524806,86.53530081017585,0,pseudo_background
13.582524372667088,82.76097436889192,0,pseudo_background
25.774596321819857,80.73456516969935,0,pseudo_background
14.046717421932797,95.05128204730589,0,pseudo_background
23.478556,93.311722,1,inventory_positive
25.680167,94.837944,1,inventory_positive
31.464767320568725,78.79217267714564,0,pseudo_background
31.467893306366978,89.90207973580581,0,pseudo_background
14.757227395836935,78.83882471947804,0,pseudo_background
16.93508934807225,93.08471648009149,0,pseudo_background
25.239200198586325,95.45026493277778,0,pseudo_background
9.568255217523017,79.37018982670268,0,pseudo_background
14.42900727707567,96.67842095490124,0,pseudo_background
16.588396622221616,74.35008204607571,0,pseudo_background
32.97412076208307,81.26583654844221,0,pseudo_background
30.11733028482712,92.9609689172138,0,pseudo_background
28.240280862292693,74.19582472471944,0,pseudo_background
33.06222,75.624582,1,inventory_positive
23.475,93.2928,1,inventory_positive
31.494694,77.696083,1,inventory_positive
25.840361,94.152167,1,inventory_positive
19.045785224215937,79.40439394295053,0,pseudo_background
30.082869,79.607408,1,inventory_positive
29.575936,79.170947,1,inventory_positive
19.136835595096056,92.68721859136015,0,pseudo_background
17.516743557631692,86.39391095508986,0,pseudo_background
12.621957048395679,91.54381898689967,0,pseudo_background
29.824833,79.740889,1,inventory_positive
22.587956640886333,94.6478561900572,0,pseudo_background
12.399114657300247,95.76743515794281,0,pseudo_background
30.609889,78.26975,1,inventory_positive
17.951263152484586,94.5731816334402,0,pseudo_background
13.618339997928206,81.85552363364894,0,pseudo_background
23.056194,92.70047,1,inventory_positive
30.909693,77.198448,1,inventory_positive
12.469018,75.73307,1,inventory_positive
18.153004985351494,77.7994341299231,0,pseudo_background
16.958576019453677,75.09912417466226,0,pseudo_background
29.668825011136082,87.66524422287495,0,pseudo_background
32.97117152831602,73.7368497548425,0,pseudo_background
27.172066,95.754546,1,inventory_positive
31.997,76.83,1,inventory_positive
13.604655602904717,90.7320163312378,0,pseudo_background
9.748109313213174,73.77778983308978,0,pseudo_background
27.098543,88.24119962,1,inventory_positive
33.12601267013093,82.83286846863373,0,pseudo_background
30.911111,78.235278,1,inventory_positive
18.247669551025595,78.37021382955338,0,pseudo_background
12.38195372536442,91.04976803926746,0,pseudo_background
32.905685,75.920686,1,inventory_positive
12.435,75.675,1,inventory_positive
26.224638751563887,95.7694058528966,0,pseudo_background
26.339833,93.099972,1,inventory_positive
34.455962378591195,81.77163438841065,0,pseudo_background
35.05857225929422,73.41469277371354,0,pseudo_background
27.201875,88.667278,1,inventory_positive
11.041118508034133,93.7148196946615,0,pseudo_background
26.276306,94.58375,1,inventory_positive
30.591829,79.143327,1,inventory_positive
22.62328003062608,86.06284939524882,0,pseudo_background
9.011014,77.037508,1,inventory_positive
9.983004,76.846657,1,inventory_positive
17.1682,73.9623,1,inventory_positive
